sebum_level,hydration_level,ph_level,skin_temperature,pore_size,oil_shine,wrinkle_score,roughness_score,elasticity_score,sensitivity_score,redness_level,itchiness_score,pigmentation_level,dark_spot_score,uneven_tone_score,acne_frequency,blackhead_score,whitehead_score,tightness_score,flakiness_score,sun_exposure_hours,pollution_exposure_index,water_intake_liters,sleep_hours,skin_type
12.56,22.71,6.41,36.42,2.43,2.3,0.79,6.62,45.04,7.49,6.79,3.17,3.71,8.51,9.7,8.25,7.56,2.2,2.69,5.39,0.64,99.66,3.28,4.17,Sensitive
70.29,25.76,6.15,36.41,3.39,6.59,9.69,2.97,81.49,1.81,0.69,2.47,7.55,3.0,6.83,7.02,4.76,6.19,6.28,6.61,4.58,34.57,1.25,7.29,Dry
71.7,45.67,7.43,31.86,4.15,8.47,8.69,4.37,93.42,4.38,6.31,4.7,8.03,7.82,1.88,1.62,9.67,8.64,7.51,6.46,0.63,59.42,4.43,7.6,Sensitive
18.22,65.07,4.61,30.02,1.23,5.39,3.35,2.56,63.48,9.39,4.97,9.3,8.84,8.09,6.42,7.28,6.08,6.91,3.76,7.73,7.94,70.82,0.88,5.34,Sensitive
108.15,59.81,4.27,34.82,6.88,1.2,5.18,6.36,39.79,4.69,0.48,2.45,0.2,8.32,1.72,3.12,7.07,8.77,7.84,9.77,4.89,79.45,4.09,6.66,Combination
22.17,28.42,6.2,33.8,8.78,7.21,6.74,1.04,35.52,6.93,0.66,2.76,4.21,7.69,0.07,3.0,1.92,0.83,6.9,5.83,5.16,3.34,1.11,5.64,Dry
78.84,21.9,4.73,36.17,5.73,8.86,9.94,6.84,74.64,3.23,9.21,0.25,0.35,9.28,7.77,5.35,1.86,1.66,4.84,6.02,9.9,73.9,4.24,7.11,Oily
21.09,52.74,6.17,31.56,3.4,7.24,9.89,4.8,36.2,4.81,0.66,2.07,9.93,2.91,8.33,0.33,4.21,4.17,8.62,6.0,6.09,42.71,4.2,8.88,Normal
88.19,65.83,5.8,30.39,6.17,3.11,1.18,5.31,77.87,8.48,3.74,8.04,5.12,0.68,9.58,3.53,2.04,8.24,2.75,5.18,5.46,25.81,4.62,5.9,Combination
106.95,31.58,5.97,31.64,9.8,7.63,1.71,2.78,73.02,7.0,8.08,7.92,2.18,7.16,1.39,0.32,9.84,1.03,8.94,8.36,6.76,51.56,3.63,6.39,Dry
86.48,32.78,6.17,32.73,7.58,3.25,5.59,9.58,94.36,1.56,3.43,6.94,8.33,0.76,1.14,7.1,8.02,5.0,0.71,8.71,3.71,52.78,2.64,4.9,Sensitive
39.28,58.45,6.33,34.57,7.38,4.5,6.14,9.84,35.62,5.78,3.42,7.7,9.74,5.38,7.57,2.24,4.34,4.46,5.03,6.8,5.82,8.4,0.68,6.04,Sensitive
110.1,61.5,6.72,31.18,3.33,2.82,1.24,3.14,49.4,7.43,3.19,2.69,9.79,2.4,9.29,0.03,0.44,5.08,5.89,0.31,5.59,63.81,2.21,6.15,Combination
73.76,64.16,5.23,33.53,8.58,5.74,2.09,8.33,23.95,2.32,4.99,1.05,2.0,6.13,1.11,7.63,3.02,3.31,1.34,8.74,9.48,50.63,3.49,8.77,Combination
49.57,27.04,4.52,32.04,2.57,6.97,2.52,7.83,25.52,4.94,4.34,8.63,4.24,8.71,6.7,7.76,7.09,7.98,2.38,4.6,0.25,91.88,3.26,6.42,Sensitive
103.79,69.67,6.16,32.13,2.96,1.86,6.0,5.14,41.57,2.87,5.56,8.66,4.32,9.99,9.01,3.82,4.28,0.43,1.2,8.05,8.8,60.41,1.74,3.29,Combination
37.08,56.96,4.36,36.32,7.59,3.2,5.11,8.06,66.51,5.87,5.1,7.74,9.26,8.03,5.62,4.63,6.38,5.35,2.42,7.3,7.89,19.45,3.98,6.65,Sensitive
95.85,46.19,7.44,34.18,5.99,2.65,1.97,0.12,74.25,3.13,3.81,9.38,7.84,0.93,9.99,8.95,2.63,6.08,1.88,3.7,1.87,27.19,2.05,3.86,Sensitive
15.01,47.09,6.28,31.24,7.84,0.54,6.61,4.34,71.78,8.19,0.5,8.44,3.74,7.25,3.05,0.91,0.25,2.98,7.47,6.93,9.02,77.94,4.85,5.05,Sensitive
107.35,68.3,6.65,31.74,6.56,7.92,6.22,9.28,64.28,2.35,1.87,7.7,9.82,4.44,0.84,3.77,6.69,1.61,0.15,7.07,4.99,10.51,2.53,7.93,Combination
40.41,66.3,5.92,30.02,3.65,3.36,7.5,4.69,82.32,4.76,3.05,5.38,1.32,2.79,4.62,0.24,4.57,1.77,1.9,0.72,5.67,40.2,0.65,4.17,Normal
73.9,76.78,6.22,32.4,1.64,8.72,1.91,6.07,70.84,1.97,4.81,6.15,5.81,0.84,8.54,1.54,2.96,3.03,1.27,1.44,6.53,9.32,4.01,3.98,Combination
110.17,62.78,6.57,31.48,8.69,6.61,4.5,4.42,58.12,6.35,1.57,4.29,9.09,2.94,7.91,0.25,3.21,1.61,0.64,8.51,9.1,98.54,4.17,7.05,Combination
119.19,79.19,5.71,31.23,6.6,3.32,8.66,1.58,20.47,2.4,1.82,2.4,8.94,0.84,8.99,6.21,9.2,0.04,6.49,9.15,3.38,84.82,1.5,4.34,Combination
16.84,33.62,4.99,30.78,9.48,7.51,7.93,9.34,81.24,5.76,0.26,1.06,2.78,5.57,6.33,2.9,1.51,4.18,8.4,3.65,2.89,2.93,4.68,5.64,Normal
112.13,83.79,6.71,33.44,7.27,5.63,1.19,6.47,50.34,8.94,4.91,2.88,9.42,6.29,9.24,1.01,6.22,7.07,3.61,5.72,9.67,99.8,2.58,6.03,Combination
66.89,80.98,5.77,36.33,3.86,6.47,7.88,9.99,22.84,5.34,6.82,5.88,3.06,6.8,5.51,6.23,7.26,1.65,1.98,4.78,6.14,29.48,1.43,4.0,Combination
113.99,78.64,7.02,30.29,7.08,7.62,2.19,7.02,51.24,6.7,9.85,0.76,6.9,4.48,1.33,4.12,4.93,2.52,6.73,1.94,6.5,14.08,1.96,8.83,Combination
70.16,87.96,7.03,30.44,4.61,6.46,7.17,3.71,57.77,8.81,8.82,4.93,8.33,3.37,7.38,0.76,8.4,3.17,4.56,2.94,9.28,94.62,1.76,3.04,Combination
39.06,70.39,5.34,31.83,7.59,2.47,3.75,0.94,53.79,3.05,8.69,4.71,3.22,6.2,4.93,6.67,7.6,0.13,3.65,2.34,5.36,93.96,2.66,8.75,Sensitive
81.19,31.93,6.4,35.37,5.36,3.56,3.05,3.45,24.17,7.73,7.92,2.55,9.73,3.08,6.55,7.51,1.43,3.18,1.4,9.66,0.07,4.02,1.14,8.71,Sensitive
60.93,46.34,4.41,30.4,3.6,7.81,1.76,4.22,43.5,3.25,8.88,2.11,7.22,4.98,8.52,2.77,9.41,8.07,8.17,5.3,2.88,63.89,2.6,3.06,Sensitive
79.41,56.2,6.14,30.89,7.03,9.86,3.78,6.24,73.19,1.76,3.34,7.25,2.71,0.12,2.4,1.27,7.04,1.53,1.08,10.0,6.09,99.2,1.42,3.11,Combination
66.24,46.58,7.39,34.11,7.24,6.79,5.34,2.11,76.69,6.31,8.68,7.78,1.03,2.15,5.91,7.98,1.18,2.36,7.49,6.42,1.69,47.8,2.41,4.4,Sensitive
34.46,67.16,7.3,35.33,6.08,1.91,6.62,5.15,96.35,7.34,9.14,9.34,9.69,3.14,6.83,9.37,6.77,6.97,1.44,3.09,9.74,85.54,2.48,7.35,Sensitive
90.79,64.79,6.51,30.97,3.88,9.51,1.94,7.56,56.17,4.61,9.45,2.47,0.18,9.81,4.45,0.72,5.64,6.22,4.29,2.67,3.37,30.31,4.21,5.59,Combination
97.96,34.15,6.6,35.48,4.84,8.59,4.1,9.63,82.25,8.39,2.58,0.07,8.23,6.98,0.02,4.29,7.26,4.72,2.75,9.17,2.04,70.56,4.58,4.79,Sensitive
106.43,39.9,6.66,30.19,8.37,7.45,2.01,0.72,43.03,8.97,9.58,5.99,3.87,6.85,7.86,3.42,8.98,9.81,7.8,1.51,5.97,98.01,4.77,8.1,Sensitive
43.29,86.99,7.42,30.0,3.44,5.88,0.43,8.29,47.8,5.97,1.9,2.15,5.72,9.22,5.88,5.39,8.34,9.69,7.63,7.41,2.72,27.79,2.51,3.46,Normal
77.02,54.14,6.06,35.13,2.09,8.03,9.69,3.53,38.86,1.08,8.97,7.27,6.82,8.38,9.0,2.3,6.61,9.98,0.62,2.69,8.74,9.2,3.65,3.08,Sensitive
19.35,47.64,6.29,32.46,9.92,8.16,5.39,7.21,70.83,3.21,5.23,4.42,7.85,1.88,3.45,2.64,3.54,9.98,2.19,0.24,9.29,36.2,2.04,6.14,Normal
45.11,48.39,5.49,33.86,9.11,7.34,0.95,6.26,24.14,3.84,4.72,4.87,3.58,4.02,2.6,6.67,0.68,5.44,3.44,7.81,8.09,44.83,3.76,7.01,Normal
99.7,18.26,4.24,31.15,1.77,4.14,0.9,2.04,37.06,2.67,7.93,7.67,1.9,2.81,3.63,7.27,0.62,5.04,7.98,5.34,2.36,71.51,1.73,7.86,Dry
105.96,47.73,4.61,35.49,3.86,4.14,4.31,7.01,85.8,8.7,4.82,1.89,7.05,1.11,3.08,6.27,5.88,8.47,9.18,0.36,7.12,0.41,4.85,8.0,Sensitive
107.98,36.89,5.37,36.0,6.62,9.67,9.11,3.51,39.69,6.65,3.82,2.78,3.51,3.63,5.39,2.6,1.92,6.05,1.22,3.14,7.9,2.98,3.83,3.07,Normal
85.89,66.0,7.13,36.2,9.52,8.49,3.61,8.69,72.1,5.27,5.88,2.7,2.83,7.91,6.65,2.09,8.12,5.63,5.61,6.9,4.34,56.24,2.76,7.22,Combination
110.76,57.77,4.01,30.31,6.02,9.78,0.35,4.83,45.33,1.85,2.9,9.26,7.95,4.76,1.23,9.3,2.81,2.01,2.01,9.15,3.87,24.45,2.01,8.69,Oily
54.79,60.38,5.67,32.66,2.77,0.6,6.22,4.37,76.07,5.99,9.13,8.75,5.07,6.99,4.06,2.44,4.82,9.75,0.76,6.71,8.19,74.68,1.1,3.64,Sensitive
27.89,54.54,4.78,34.7,4.89,0.47,7.81,0.97,21.67,6.32,7.93,9.51,8.73,2.25,1.24,0.3,7.26,3.24,3.86,5.77,6.06,48.99,1.18,3.75,Sensitive
30.25,87.34,6.84,33.31,6.79,4.93,1.08,5.36,54.78,2.66,4.41,1.91,8.12,1.65,4.68,0.24,2.23,9.69,7.07,5.54,3.39,50.66,3.99,3.72,Normal
34.61,16.17,5.46,30.13,4.43,9.73,2.1,4.12,64.24,2.37,1.12,4.84,6.71,0.77,0.04,1.77,4.56,5.88,0.57,2.91,9.7,30.48,1.1,5.03,Normal
10.13,85.93,5.07,33.61,4.28,1.81,0.96,3.08,49.77,4.69,4.18,4.59,9.13,3.74,3.47,1.69,2.25,6.38,7.79,0.23,3.15,78.55,4.5,3.27,Normal
34.95,24.03,5.22,30.53,2.59,0.21,1.02,3.48,90.59,5.27,1.67,7.33,8.4,4.5,8.42,5.82,5.81,8.23,9.17,9.3,9.6,88.54,3.15,7.87,Dry
112.41,85.83,4.65,34.21,7.24,3.83,4.69,8.48,46.79,9.02,5.91,1.54,2.17,2.53,0.96,4.06,7.2,4.07,6.58,9.17,4.21,95.66,2.03,7.27,Combination
91.24,15.71,5.36,36.4,4.58,4.18,4.39,6.02,70.8,3.42,6.31,2.23,0.81,3.33,7.85,4.77,7.01,7.88,5.48,6.31,2.71,74.2,2.04,7.43,Sensitive
110.92,86.56,6.84,31.27,7.44,4.23,0.58,2.35,39.58,8.49,4.14,5.82,6.3,7.73,4.75,4.19,5.1,5.31,9.5,5.36,6.41,95.43,0.68,4.25,Combination
76.38,23.47,4.13,36.46,9.48,7.15,5.96,9.45,98.3,3.65,3.05,1.4,0.59,3.57,1.08,0.57,5.8,7.75,1.4,3.37,0.08,4.05,3.04,7.47,Normal
59.99,75.49,5.8,31.74,7.61,0.78,0.93,7.01,53.99,7.37,4.95,8.92,8.05,3.47,4.88,0.8,7.31,5.27,1.57,5.02,2.45,3.29,0.93,8.29,Sensitive
44.48,26.33,6.28,36.46,1.7,9.14,1.14,8.23,76.93,5.12,8.46,0.02,1.14,4.78,1.44,7.52,3.44,4.45,9.2,5.12,7.85,94.12,4.39,6.08,Dry
51.91,78.78,6.47,32.42,1.44,4.9,0.77,1.34,55.37,7.62,1.75,3.0,9.35,6.1,4.67,6.83,6.53,9.45,2.31,3.35,8.13,12.1,4.46,3.5,Sensitive
80.71,18.63,7.37,34.49,1.85,3.6,1.65,6.61,64.18,1.37,9.17,6.93,9.14,1.03,0.27,5.41,2.34,5.25,4.94,5.94,6.01,39.36,4.58,7.61,Sensitive
98.72,39.38,4.75,32.67,3.9,7.42,5.99,5.08,32.44,7.81,7.44,0.12,9.52,5.12,9.47,5.05,6.01,3.35,7.49,6.24,4.97,49.16,2.86,8.9,Oily
24.36,71.53,4.35,36.36,4.93,0.29,4.71,2.28,51.75,0.85,7.72,1.36,4.46,0.37,7.47,3.85,0.01,3.54,3.81,2.2,2.99,1.44,1.23,3.23,Sensitive
90.36,30.69,6.55,31.97,5.22,1.1,2.51,3.65,29.39,1.41,0.95,6.9,7.97,0.76,8.43,1.99,1.63,4.22,3.87,0.69,2.78,0.58,2.96,3.37,Sensitive
10.6,22.34,4.51,30.16,4.14,6.56,1.93,2.2,91.52,9.33,8.94,8.85,4.59,6.8,7.18,3.09,7.3,5.38,2.51,5.86,8.31,36.18,3.55,5.73,Sensitive
81.57,31.01,5.74,32.94,3.94,3.86,5.14,6.52,60.51,8.45,0.96,3.73,9.93,1.97,9.37,3.88,2.28,1.63,1.02,9.69,3.06,42.49,3.57,8.01,Sensitive
59.84,76.9,5.76,30.16,5.75,1.89,9.91,5.24,68.05,1.85,3.52,1.9,6.2,0.23,2.6,0.66,3.88,9.36,9.86,2.9,8.19,90.51,0.85,6.48,Normal
32.07,89.98,6.01,35.37,2.3,6.05,0.23,8.62,52.11,2.16,9.94,0.53,3.6,3.16,5.27,0.19,5.01,3.8,3.01,1.14,1.91,22.46,1.14,5.03,Sensitive
79.42,46.57,4.44,35.21,7.92,0.14,0.34,8.67,94.03,6.42,1.22,7.83,0.46,1.52,7.94,6.11,7.55,6.18,1.09,7.29,1.41,45.11,4.67,3.42,Sensitive
11.96,40.67,4.95,33.49,5.06,1.91,4.17,3.4,29.87,3.8,4.48,2.63,9.24,5.9,3.44,5.21,5.98,5.98,0.27,1.35,0.89,26.35,4.0,5.88,Normal
102.24,51.93,7.05,36.13,5.4,7.25,6.59,4.02,42.48,9.69,3.63,7.07,2.85,0.19,3.2,4.78,2.78,4.68,8.78,9.83,3.64,31.9,4.05,6.65,Sensitive
67.81,66.56,6.57,30.79,7.08,7.17,7.82,0.0,87.28,7.5,4.05,9.59,1.7,4.33,5.17,2.13,4.49,5.12,5.72,8.41,7.8,22.69,1.03,6.92,Combination
50.8,68.01,6.77,33.79,1.02,4.84,9.14,6.41,54.97,4.23,6.12,8.98,5.7,2.31,4.78,1.86,3.43,1.35,2.99,1.71,2.64,30.04,3.98,5.1,Sensitive
56.83,30.78,5.34,35.91,9.81,0.47,3.73,5.31,32.11,7.97,9.46,3.9,6.81,2.81,3.91,3.19,1.67,2.07,6.74,5.28,5.14,0.78,3.35,5.53,Dry
39.16,49.96,4.78,31.76,2.5,9.9,1.76,9.31,38.02,4.4,1.16,4.68,7.11,8.64,4.9,5.55,2.18,4.84,3.15,1.02,8.04,76.62,2.12,7.3,Normal
59.1,46.91,5.52,30.17,9.18,0.59,1.98,4.65,43.43,6.29,2.52,0.91,1.11,0.13,5.14,2.71,6.24,6.12,8.42,7.48,2.72,23.44,4.18,8.46,Normal
118.09,76.15,5.86,30.54,8.09,1.19,6.17,2.97,25.99,4.59,3.48,0.36,6.67,8.02,8.02,0.75,7.83,8.65,4.25,1.71,4.58,11.88,4.45,5.86,Combination
92.73,64.27,4.91,33.38,5.24,1.58,1.31,9.91,37.24,1.3,8.16,8.43,3.54,7.5,0.46,0.15,4.56,0.26,1.43,4.48,8.52,92.9,3.0,3.99,Combination
67.3,15.42,4.58,31.37,1.37,6.24,2.3,8.25,95.72,3.26,7.38,7.82,6.51,1.66,2.45,0.17,4.94,7.93,8.49,5.63,9.33,1.34,0.56,7.35,Dry
60.86,26.56,5.77,35.4,4.06,5.44,7.85,3.06,60.95,7.29,1.9,0.46,4.92,7.61,7.95,4.14,8.81,0.2,8.83,8.86,5.3,70.56,0.65,5.54,Dry
17.42,79.74,5.29,35.01,7.17,7.28,4.96,0.89,71.1,4.04,2.2,7.36,9.49,4.65,9.04,4.45,5.35,8.97,9.16,0.22,6.61,73.29,1.61,3.59,Sensitive
78.51,33.76,6.28,31.96,3.19,9.92,7.4,9.68,90.76,8.8,7.2,6.02,9.73,9.43,3.7,5.24,4.48,5.21,5.9,2.83,8.35,63.92,3.71,7.99,Oily
89.16,45.87,4.38,34.36,1.53,1.94,5.06,8.54,49.14,2.46,4.16,6.08,9.78,3.14,6.68,3.13,7.43,1.67,1.49,7.76,3.48,19.52,1.3,7.45,Sensitive
59.58,44.47,5.69,34.53,7.68,6.01,2.51,9.27,44.97,7.96,0.35,3.89,5.12,5.01,2.64,5.33,5.72,1.37,0.38,6.11,0.66,70.38,2.12,4.5,Sensitive
85.33,48.29,5.93,32.39,5.74,8.28,1.23,8.26,87.77,6.81,3.05,3.9,8.93,8.69,4.41,9.54,4.61,0.37,8.19,4.43,6.3,57.55,4.13,5.87,Oily
90.58,57.2,5.91,32.05,7.95,1.19,5.01,5.75,86.81,1.1,2.17,7.72,9.44,8.0,7.44,7.02,5.14,0.06,2.55,0.29,8.92,59.25,3.52,8.72,Combination
26.48,52.53,7.37,33.84,5.48,8.43,3.46,1.97,95.37,8.9,6.9,6.52,2.04,6.5,8.91,7.05,4.59,5.88,5.18,4.14,3.07,57.88,1.3,7.47,Sensitive
76.99,70.16,7.03,30.12,3.08,2.49,6.13,7.03,98.85,8.61,9.14,4.29,4.83,4.36,2.69,9.07,5.53,3.62,1.33,3.9,3.2,43.22,1.77,6.1,Combination
104.89,28.61,5.23,36.13,2.86,5.45,2.18,9.01,60.74,9.48,7.98,7.64,9.66,6.41,5.43,1.68,3.18,8.59,1.61,7.31,6.79,92.33,4.18,6.32,Sensitive
11.28,59.65,6.32,33.53,1.59,5.35,1.34,1.37,68.51,4.14,3.97,5.06,5.24,6.19,7.33,7.52,0.92,1.97,4.22,7.57,5.17,63.17,2.18,3.74,Normal
97.99,39.79,6.92,30.89,5.67,2.52,9.02,2.02,67.8,2.06,4.8,2.53,9.41,6.72,6.5,3.36,3.21,4.19,7.04,9.07,9.61,30.55,1.51,7.11,Normal
114.88,40.54,6.69,36.24,5.98,1.24,9.78,0.28,50.94,7.93,7.29,9.08,7.7,5.55,9.62,0.97,3.47,5.25,6.49,3.34,0.81,7.37,1.49,5.68,Sensitive
21.57,23.41,4.5,34.46,5.81,8.68,0.6,5.13,34.68,8.96,7.36,3.53,7.39,6.46,8.98,7.68,9.56,9.32,2.91,3.75,5.45,66.07,0.59,4.35,Sensitive
59.24,70.51,6.46,31.14,8.5,8.23,2.2,0.55,22.55,8.21,9.54,8.9,0.3,6.98,1.49,8.16,9.46,3.56,1.57,9.11,4.03,40.94,1.65,7.98,Sensitive
58.16,48.3,5.94,35.45,8.68,5.55,7.84,7.86,98.72,7.85,0.63,3.87,0.29,2.34,2.3,4.02,7.25,8.18,1.93,5.62,6.84,48.44,1.22,7.14,Sensitive
78.28,31.97,6.36,34.27,5.25,9.3,7.9,5.45,31.99,7.18,8.26,1.81,9.81,9.01,4.8,3.6,6.13,0.22,4.21,9.74,9.29,51.96,0.83,5.86,Sensitive
50.61,27.42,6.8,34.85,3.05,4.71,4.66,0.57,53.87,2.87,5.72,7.24,9.22,0.92,8.37,3.8,0.9,4.93,5.79,8.19,3.59,46.88,3.67,3.55,Sensitive
53.49,60.34,7.41,31.93,9.36,3.49,7.21,2.95,44.78,8.22,3.41,7.33,9.41,7.91,4.9,4.33,2.91,0.09,7.63,1.45,5.07,74.1,4.35,6.58,Sensitive
43.94,29.41,4.6,30.37,3.74,7.82,3.67,4.65,78.18,5.86,0.79,6.72,3.54,8.07,3.53,6.21,9.11,1.04,8.3,5.45,0.96,61.36,3.89,6.43,Dry
75.13,84.35,5.76,34.85,1.21,7.63,0.17,1.38,77.1,4.63,6.98,6.36,5.35,7.18,0.35,4.23,8.91,5.17,6.62,6.49,9.16,22.21,4.16,3.9,Combination
30.33,86.39,6.59,30.06,3.74,8.93,3.12,3.4,74.28,5.5,1.86,3.63,0.81,2.7,7.05,4.27,8.34,5.79,3.17,2.11,5.38,1.27,4.26,6.05,Normal
116.42,49.97,5.9,35.95,4.97,0.36,7.32,0.56,40.34,3.15,5.81,8.21,5.6,2.01,8.04,9.7,8.28,7.87,6.8,1.9,6.02,80.74,1.33,4.45,Sensitive
106.75,75.16,5.16,33.22,3.21,1.15,2.34,6.7,61.85,6.26,9.74,3.31,3.36,1.22,9.96,1.39,9.9,9.69,4.22,5.69,9.22,78.18,3.89,6.26,Combination
23.15,83.88,4.02,33.84,9.44,2.65,4.24,9.27,78.73,6.47,0.32,1.05,4.0,5.91,0.82,3.2,5.0,4.78,1.28,3.73,0.45,34.75,0.82,4.12,Normal
85.91,52.5,5.24,36.37,9.55,6.11,9.5,5.69,49.4,1.51,8.74,0.49,3.37,2.66,3.74,2.7,4.8,4.67,7.54,9.53,8.25,17.39,1.24,5.99,Sensitive
109.44,41.79,6.15,32.07,8.73,8.91,6.43,0.58,66.66,2.7,6.96,0.72,4.7,8.53,6.67,6.27,8.83,9.15,3.55,0.74,6.34,10.3,3.75,3.51,Oily
76.45,52.22,6.09,30.84,9.32,8.92,6.72,5.72,73.08,5.82,6.82,3.7,0.22,1.63,7.22,1.59,0.85,5.38,0.08,6.89,4.18,59.62,4.27,7.15,Sensitive
64.05,73.82,4.78,33.01,3.8,6.9,5.19,5.38,44.29,5.71,2.26,6.54,1.16,5.08,1.91,5.25,6.08,8.57,3.53,5.66,1.77,98.04,4.67,7.5,Combination
97.25,23.97,4.15,36.46,5.85,0.08,4.7,5.27,54.14,3.11,1.19,1.29,1.88,9.06,6.29,8.33,1.05,5.09,3.18,2.36,7.02,32.39,0.78,5.18,Normal
29.47,29.63,6.59,34.59,5.09,6.07,7.22,5.44,46.51,9.89,3.25,5.24,8.55,6.27,1.86,0.75,9.75,7.26,4.34,5.81,2.53,18.09,4.13,6.87,Sensitive
47.62,17.6,5.04,35.91,9.77,5.74,2.63,5.26,48.55,1.55,4.94,6.49,9.64,6.34,8.42,7.39,9.88,6.63,6.15,3.16,6.74,79.08,4.39,5.56,Sensitive
38.11,79.55,4.77,35.75,9.86,2.65,3.17,6.57,47.26,7.45,0.29,8.12,8.04,9.19,7.56,1.75,0.21,6.27,6.21,3.98,4.82,16.6,2.01,4.29,Sensitive
35.59,49.39,4.63,33.89,7.14,2.85,1.1,2.57,75.67,1.15,4.08,3.31,4.26,9.33,2.56,4.29,6.56,8.19,2.29,0.88,8.62,96.98,1.36,4.56,Normal
93.72,25.86,4.59,33.03,2.94,7.1,0.52,9.45,52.34,7.45,8.19,3.95,8.12,3.11,4.05,6.7,3.42,6.39,4.07,2.05,1.82,95.41,1.4,8.03,Oily
113.78,53.7,7.42,33.99,8.49,3.77,4.72,6.14,35.21,6.09,8.25,7.7,5.59,5.93,6.35,2.61,6.25,0.12,3.59,7.04,6.23,13.16,4.38,5.55,Sensitive
62.56,73.02,4.11,31.96,1.33,5.31,0.24,9.56,90.56,2.9,2.72,7.82,2.31,7.97,0.9,7.18,8.49,6.42,2.17,9.3,9.38,94.35,1.41,4.06,Combination
13.39,32.54,5.07,30.42,3.61,5.69,8.64,0.97,33.33,8.83,9.16,1.96,4.93,9.74,2.72,0.35,1.18,5.14,8.7,9.12,6.35,48.21,2.83,5.8,Dry
75.13,78.49,4.93,36.46,5.54,2.08,6.3,2.63,27.78,0.53,4.16,3.86,5.03,5.11,3.64,5.89,9.92,6.49,5.66,5.47,0.35,63.88,0.51,3.43,Combination
47.05,67.82,6.09,32.42,8.78,6.34,7.56,7.79,41.57,2.94,9.83,0.66,7.53,3.73,4.68,8.36,5.0,1.37,7.25,7.1,4.49,3.11,0.51,3.16,Sensitive
65.46,26.16,4.84,34.67,5.4,8.63,5.64,6.54,24.19,3.29,6.23,1.37,5.68,1.71,6.24,6.29,3.2,7.02,2.05,5.41,7.17,97.84,0.82,5.1,Sensitive
12.61,36.56,4.81,31.59,7.47,2.59,8.77,4.72,34.24,3.81,5.36,2.68,6.91,5.34,1.02,1.79,8.78,7.72,0.51,9.68,7.1,59.03,1.88,6.8,Normal
44.28,40.04,4.62,30.8,2.28,7.39,6.25,1.65,58.33,4.62,0.75,1.34,2.46,7.09,8.64,9.51,5.99,5.11,4.96,3.04,0.73,50.96,4.03,8.27,Normal
104.33,42.03,7.21,33.95,2.44,4.3,6.58,1.4,41.56,0.74,6.92,6.68,0.17,1.08,4.6,4.01,8.06,9.99,6.36,1.22,4.67,98.41,4.53,4.6,Sensitive
54.66,49.86,7.35,33.35,6.33,3.96,6.39,6.48,80.84,9.29,2.43,8.17,5.83,6.1,8.58,6.96,4.01,4.65,5.97,5.39,6.2,3.17,4.59,6.79,Sensitive
73.35,35.24,5.96,36.26,8.58,8.83,2.51,9.29,84.22,6.77,7.55,4.76,4.93,7.58,4.05,0.96,4.52,8.54,8.13,1.86,3.52,11.12,0.52,3.24,Sensitive
86.03,25.22,5.92,36.29,1.82,5.54,9.21,0.64,20.71,3.49,1.74,3.86,8.88,2.31,0.14,1.52,8.77,0.56,5.12,7.04,0.1,77.52,0.79,7.66,Normal
105.02,63.77,5.25,30.11,6.66,3.37,5.61,6.67,71.32,1.76,1.34,2.26,7.13,4.77,2.89,5.58,2.2,0.55,7.42,6.9,1.29,53.22,2.26,8.82,Combination
101.69,57.09,5.16,34.72,1.61,8.54,9.36,9.73,89.97,0.93,2.34,8.01,7.01,6.41,6.97,5.54,9.23,8.48,0.58,5.75,6.25,35.78,3.83,9.0,Oily
94.48,24.67,7.36,33.12,2.43,2.13,7.27,4.84,40.65,4.15,4.98,3.17,0.81,6.44,1.12,8.48,6.93,0.35,7.95,5.79,1.04,29.58,1.93,4.36,Dry
41.53,48.91,6.59,30.22,3.96,9.25,4.97,7.95,24.83,7.12,2.22,8.69,8.22,4.22,0.94,2.39,9.75,4.69,6.07,8.54,6.49,79.73,4.1,4.65,Sensitive
43.64,85.33,7.09,34.03,8.98,1.47,8.13,2.03,48.7,4.41,8.53,3.01,3.51,8.22,8.69,2.09,3.79,9.27,3.29,6.61,7.31,65.15,4.86,3.53,Sensitive
100.85,35.25,4.96,33.8,9.22,8.42,0.81,3.23,39.1,7.27,4.94,7.85,9.15,9.21,4.82,1.51,3.11,1.1,6.41,2.29,5.46,55.99,2.42,8.52,Sensitive
72.78,35.52,7.14,36.12,8.29,6.57,0.96,3.95,41.61,6.0,8.41,6.95,5.63,5.96,1.25,9.91,2.34,0.98,3.27,5.14,7.83,10.46,4.27,4.68,Sensitive
37.29,17.36,6.83,33.29,8.84,8.17,5.46,2.74,78.14,7.22,2.5,5.76,1.06,6.54,7.73,4.84,3.22,1.34,4.26,9.35,5.53,23.07,2.42,5.37,Sensitive
11.38,71.6,6.39,33.63,7.02,6.31,6.24,7.37,24.13,2.53,7.07,4.47,0.08,3.09,3.13,4.74,0.34,1.19,5.84,6.33,3.57,75.43,3.22,6.4,Sensitive
46.62,54.19,4.48,32.55,7.29,8.83,5.11,4.81,76.67,2.12,4.0,6.47,5.94,6.41,5.36,2.76,7.45,1.34,2.71,7.56,0.46,12.77,3.64,4.14,Sensitive
